,name,year,engine,transmission,fuel,ownership,distance_travelled,Price
1905, Skoda Rapid,2021,AMBITION AT TSI,Automatic,Petrol,1st Owner,29517,1048000
1906, Maruti Swift,2021,ZXI PLUS,Manual,Petrol,1st Owner,48148,790000
1907, Maruti Alto K10,2013,VXI,Manual,Petrol,3rd Owner,82482,231000
1908, Tata Zest,2015,XMS PETROL,Manual,Petrol,1st Owner,89051,418000
1909, Maruti Alto 800,2012,LXI,Manual,Petrol,2nd Owner,48775,245000
1910, Maruti Swift,2018,ZDI AMT,Automatic,Diesel,1st Owner,66407,690000
1911, Maruti Baleno,2020,DELTA PETROL 1.2,Manual,Petrol,1st Owner,27459,719000
1912, Hyundai Verna,2016,FLUIDIC 4S 1.6 VTVT SX,Manual,Petrol,2nd Owner,64099,695000
1913, Hyundai i10,2010,MAGNA 1.2,Manual,Petrol,2nd Owner,83894,271000
1914, Maruti Alto 800,2013,LXI,Manual,Petrol,1st Owner,59845,248000
1915, Hyundai i20,2012,SPORTZ 1.2,Manual,Petrol,1st Owner,80577,406000
1916, Maruti Alto,2011,LXI,Manual,Petrol,1st Owner,41014,213000
1917, Tata NEXON,2018,XZ PLUS PETROL,Manual,Petrol,1st Owner,43395,832000
1918, Renault Pulse,2012,RXL DIESEL,Manual,Diesel,1st Owner,96796,321000
1919, Hyundai Eon,2015,ERA +,Manual,Petrol,1st Owner,109923,268000
1920, Hyundai Elite i20,2016,ASTA 1.2 (O),Manual,Petrol,1st Owner,17000,745000
1921, Renault Pulse,2014,RX L DIESEL,Manual,Diesel,1st Owner,83271,341000
1922, Mahindra XUV500,2017,W6,Manual,Diesel,1st Owner,81120,1077000
1923, Maruti Alto K10,2018,VXI,Manual,Petrol,1st Owner,45756,372000
1924, Maruti Swift,2013,VXI,Manual,Petrol,2nd Owner,69748,429000
1925, Maruti Swift,2012,VDI,Manual,Diesel,1st Owner,40310,491000
1926, Maruti Alto K10,2011,VXI,Manual,Petrol,1st Owner,58552,236000
1927, Maruti Vitara Brezza,2018,ZDI PLUS AT DUAL TONE,Automatic,Diesel,2nd Owner,72152,910000
1928, Maruti Swift,2013,VXI,Manual,Petrol,1st Owner,81712,471000
1929, Maruti Swift,2019,ZXI,Manual,Petrol,1st Owner,47296,681000
1930, Volkswagen Vento,2021,HIGHLINE PLUS 1.0L TSI AT,Automatic,Petrol,1st Owner,35407,1256000
1931, Maruti Swift,2011,VXI,Manual,Petrol,1st Owner,102814,390000
1932, Renault Kwid,2021,RXT 1.0 AMT (O),Automatic,Petrol,1st Owner,18707,536000
1933, Maruti Swift,2012,VXI,Manual,Petrol,2nd Owner,60606,443000
1934, Maruti Alto K10,2011,VXI,Manual,Petrol,1st Owner,56235,241000
1935, Maruti Swift,2015,VXI,Manual,Petrol,1st Owner,35250,559000
1936, Hyundai Grand i10,2014,SPORTZ 1.2 KAPPA VTVT,Manual,Petrol,3rd Owner,70777,407000
1937, Hyundai Verna,2011,FLUIDIC 1.6 CRDI SX,Manual,Diesel,2nd Owner,101743,420000
1938, Toyota Etios Liva,2013,G,Manual,Petrol,3rd Owner,94389,342000
1939, Maruti Alto,2021,VXI PLUS,Manual,Petrol,1st Owner,40561,407000
1940, Ford Ecosport,2016,TITANIUM 1.5L PETROL AT,Automatic,Petrol,1st Owner,43791,784000
1941, Tata TIGOR,2017,XZ (O) PETROL,Manual,Petrol,1st Owner,18160,546000
1942, Tata Harrier,2021,XT 2.0L KRYOTEC,Manual,Diesel,1st Owner,17841,1635000
1943, Maruti Swift Dzire,2015,VXI,Manual,Petrol,1st Owner,32371,559000
1944, Nissan Micra,2014,XV CVT,Automatic,Petrol,3rd Owner,61354,365000
1945, Maruti S PRESSO,2020,VXI PLUS AMT,Automatic,Petrol,1st Owner,18691,546000
1946, Toyota Glanza,2022,V,Manual,Petrol,1st Owner,12786,940000
1947, Hyundai i20 Active,2017,1.2 SX,Manual,Petrol,1st Owner,43031,714000
1948, Maruti Wagon R 1.0,2010,VXI,Manual,Petrol,1st Owner,131140,250000
1949, Hyundai GRAND I10 NIOS,2019,SPORTZ 1.2 KAPPA VTVT,Manual,Petrol,1st Owner,33786,639000
